key	calle	altura	barrio	usig_lat	usig_lon	georef_lat	georef_lon	n_ok	max_pairwise_m	consensus_lat	consensus_lon
sarmiento|2100|balvanera	Sarmiento	2100	Balvanera	-34.60598	-58.396445	-34.6059547885154	-58.3965914304844	2	13.7	-34.6059674	-58.3965182
araoz|2719|palermo	Aráoz	2719	Palermo	-34.584593	-58.413231	-34.584548763958075	-58.41325016479083	2	5.2	-34.5845709	-58.4132406
carbajal|3900|villa ortuzar	Carbajal	3900	Villa Ortuzar	-34.576278	-58.467856	-34.5762999130822	-58.4679728490218	2	11.0	-34.576289	-58.4679144
medrano|900|almagro	Medrano	900	Almagro	-34.599599	-58.420527	-34.5995166254103	-58.4204365673195	2	12.3	-34.5995578	-58.4204818
sarmiento|2100|san nicolas	Sarmiento	2100	San Nicolas	-34.60598	-58.396445	-34.6059547885154	-58.3965914304844	2	13.7	-34.6059674	-58.3965182
maipu|800|san nicolas	Maipú	800	San Nicolas	-34.598899	-58.376891	-34.5988082899988	-58.3768391461787	2	11.1	-34.5988536	-58.3768651
hipolito yrigoyen|3500|almagro	Hipolito Yrigoyen	3500	Almagro	-34.613538	-58.416028	-34.6135359385718	-58.4162215570518	2	17.8	-34.613537	-58.4161248
av olazabal|4646|villa urquiza	Avenida Olazábal	4646	Villa Urquiza	-34.573888	-58.481209	-34.57378506245109	-58.48117035771364	2	12.0	-34.5738365	-58.4811897
jeronimo salguero|2000|recoleta	Jerónimo Salguero	2000	Recoleta	-34.587033	-58.413283	-34.5870039829515	-58.4131551774143	2	12.2	-34.5870185	-58.4132191
sarmiento|900|san nicolas	Sarmiento	900	San Nicolas	-34.60486	-58.379276	-34.6048738272733	-58.3793330741529	2	5.5	-34.6048669	-58.3793045
av congreso|1500|belgrano	Av Congreso	1500	Belgrano					0			
maure|3900|chacarita	Maure	3900	Chacarita	-34.585239	-58.451185	-34.5853049893707	-58.4512829807171	2	11.6	-34.585272	-58.451234
monroe|2700|belgrano	Monroe	2700	Belgrano	-34.559918	-58.462549	-34.5599268103343	-58.4626766459358	2	11.8	-34.5599224	-58.4626128
esmeralda|900|san nicolas	Esmeralda	900	San Nicolas	-34.597752	-58.378402	-34.5976592394674	-58.3783621546811	2	10.9	-34.5977056	-58.3783821
nueva york|4400|villa devoto	Nueva York	4400	Villa Devoto	-34.602931	-58.516256	-34.6029323744555	-58.516281109617	2	2.3	-34.6029317	-58.5162686
bufano|700|flores	Bufano	700	Flores					0			
blanco encalada|2700|belgrano	Blanco Encalada	2700	Belgrano	-34.560844	-58.461751	-34.560865791731	-58.46186818218	2	11.0	-34.5608549	-58.4618096
rivera indarte|300|flores	Rivera Indarte	300	Flores	-34.632303	-58.461243	-34.632404623001	-58.461246522264	2	11.3	-34.6323538	-58.4612448
doctor pedro ignacio rivera|2400|belgrano	Doctor Pedro Ignacio Rivera	2400	Belgrano					0			
presidente luis saenz pena|926|monserrat	Presidente Luis Sáenz Peña	926	Monserrat					0			
adolfo alsina|2128|san nicolas	Adolfo Alsina	2128	San Nicolas	-34.611844	-58.396558	-34.61180714519607	-58.39651548831329	2	5.6	-34.6118256	-58.3965367
paraguay|4100|palermo	Paraguay	4100	Palermo	-34.587886	-58.420131	-34.5877882784175	-58.4201673641541	2	11.3	-34.5878371	-58.4201492
av raul scalabrini ortiz|2234|palermo	Av. Raúl Scalabrini Ortiz	2234	Palermo	-34.587222	-58.419445	-34.587208786722435	-58.41924055821472	2	18.8	-34.5872154	-58.4193428
sarandi|1100|san cristobal	Sarandí	1100	San Cristobal	-34.621597	-58.394429	-34.6216931622487	-58.3944624865508	2	11.1	-34.6216451	-58.3944457
batalla del pari|1100|villa crespo	Batalla Del Pari	1100	Villa Crespo	-34.603241	-58.457488	-34.6033794773451	-58.4577203280681	2	26.3	-34.6033102	-58.4576042
defensa|1000|san telmo	Defensa	1000	San Telmo	-34.619411	-58.371492	-34.6195078869858	-58.3715166710521	2	11.0	-34.6194594	-58.3715043
av independencia|2100|san cristobal	Avenida Independencia	2100	San Cristobal	-34.618456	-58.395878	-34.6183817857045	-58.3959898710109	2	13.2	-34.6184189	-58.3959339
av juan bautista justo|800|palermo	Avenida Juan Bautista Justo	800	Palermo					0			
mario bravo|1279|palermo	Mario Bravo	1279	Palermo	-34.594833	-58.414666	-34.59480659086229	-58.41471190229379	2	5.1	-34.5948198	-58.414689
pumacahua|200|caballito	Pumacahua	200	Caballito	-34.628499	-58.453994	-34.6286044130375	-58.4539973179901	2	11.7	-34.6285517	-58.4539957
llavallol|4756|villa devoto	Llavallol	4756	Villa Devoto	-34.589874	-58.509288	-34.5898640939283	-58.50925779431676	2	3.0	-34.589869	-58.5092729
ciudad de la paz|3492|nunez	Ciudad De La Paz	3492	Nuñez	-34.550824	-58.468403	-34.550733591088324	-58.46841768125814	2	10.1	-34.5507788	-58.4684103
rodriguez pena|454|san nicolas	Rodríguez Peña	454	San Nicolas	-34.603721	-58.390887	-34.60366092627672	-58.39083468071196	2	8.2	-34.603691	-58.3908608
arevalo|1750|palermo	Arévalo	1750	Palermo	-34.580481	-58.439966	-34.580497041867105	-58.43989872935785	2	6.4	-34.580489	-58.4399324
3 de febrero|2279|belgrano	3 De Febrero	2279	Belgrano	-34.557659	-58.453443	-34.55761500238064	-58.453535480743135	2	9.8	-34.557637	-58.4534892
av raul scalabrini ortiz|242|villa crespo	Av. Raúl Scalabrini Ortiz	242	Villa Crespo	-34.600307	-58.439656	-34.6002994948983	-58.43945770709562	2	18.2	-34.6003032	-58.4395569
av raul scalabrini ortiz|236|villa crespo	Av. Raúl Scalabrini Ortiz	236	Villa Crespo	-34.600307	-58.439656	-34.60034423874256	-58.43953062828002	2	12.2	-34.6003256	-58.4395933
venezuela|3766|almagro	Venezuela	3766	Almagro	-34.617595	-58.419291	-34.617541081180235	-58.419197093100806	2	10.5	-34.617568	-58.419244
ricardo gutierrez|3000|villa del parque	Ricardo Gutierrez	3000	Villa Del Parque	-34.60151	-58.491198	-34.6014910121859	-58.4913201176956	2	11.4	-34.6015005	-58.4912591
darregueyra|2400|palermo	Darregueyra	2400	Palermo	-34.580983	-58.424645	-34.5809393826988	-58.4245248450746	2	12.0	-34.5809612	-58.4245849
olazabal|2600|belgrano	Olazabal	2600	Belgrano	-34.561239	-58.46004	-34.5612714195403	-58.460172587189	2	12.7	-34.5612552	-58.4601063
av patricios|118|barracas	Avenida Patricios	118	Barracas	-34.631046	-58.370441	-34.630971030654386	-58.37051934448332	2	11.0	-34.6310085	-58.3704802
pichincha|900|san cristobal	Pichincha	900	San Cristobal	-34.619546	-58.39881	-34.6196494779966	-58.3988360156345	2	11.7	-34.6195977	-58.398823
virgilio|700|villa luro	Virgilio	700	Villa Luro	-34.631587	-58.504078	-34.6314998188934	-58.504134915349	2	11.0	-34.6315434	-58.5041065
av santa fe|4500|palermo	Avenida Santa Fe	4500	Palermo	-34.579415	-58.424325	-34.579291313728	-58.4243774423007	2	14.5	-34.5793532	-58.4243512
migueletes|723|palermo	Migueletes	723	Palermo	-34.566894	-58.433269	-34.566939081237265	-58.433264948145435	2	5.0	-34.5669165	-58.433267
ciudad de la paz|1400|belgrano	Ciudad De La Paz	1400	Belgrano	-34.568322	-58.451694	-34.5682051236925	-58.4517877894498	2	15.6	-34.5682636	-58.4517409
anchorena|1500|recoleta	Anchorena	1500	Recoleta	-34.592555	-58.404286	-34.5925151426735	-58.4041696918902	2	11.5	-34.5925351	-58.4042278
campichuelo|229|caballito	Campichuelo	229	Caballito	-34.614487	-58.433855	-34.61443582513943	-58.43392519055937	2	8.6	-34.6144614	-58.4338901
moldes|1900|belgrano	Moldes	1900	Belgrano	-34.56566	-58.4578	-34.5655613887487	-58.4578252551424	2	11.2	-34.5656107	-58.4578126
campana|2400|villa del parque	Campana	2400	Villa Del Parque	-34.608654	-58.491136	-34.6085520748322	-58.4911603637072	2	11.5	-34.608603	-58.4911482
cervino|3100|palermo	Cerviño	3100	Palermo					0			
hidalgo|1737|villa crespo	Hidalgo	1737	Villa Crespo	-34.601733	-58.44597	-34.60172399364973	-58.44605299280354	2	7.7	-34.6017285	-58.4460115
manuel ugarte|1507|belgrano	Manuel Ugarte	1507	Belgrano	-34.551435	-58.452599	-34.551359693120176	-58.452384728799714	2	21.4	-34.5513973	-58.4524919
rivadavia|6500|flores	Rivadavia	6500	Flores	-34.627157	-58.457697	-34.6271309878883	-58.4578380996461	2	13.3	-34.627144	-58.4577675
gavilan|500|flores	Gavilán	500	Flores	-34.623378	-58.46221	-34.6233632869967	-58.4622179545859	2	1.8	-34.6233706	-58.462214
franklin roosvelt|2500|belgrano	Franklin Roosvelt	2500	Belgrano	-34.558116	-58.46138	-34.5581331363185	-58.4615114497062	2	12.2	-34.5581246	-58.4614457
av pedro goyena|100|caballito	Avenida Pedro Goyena	100	Caballito	-34.625344	-58.428464	-34.6252772406237	-58.4285839757402	2	13.3	-34.6253106	-58.428524
arce|700|palermo	Arce	700	Palermo	-34.568887	-58.434437	-34.568802942246	-58.4344989999143	2	10.9	-34.568845	-58.434468
olaya|1100|villa crespo	Olaya	1100	Villa Crespo	-34.606714	-58.443009	-34.6066123943575	-58.4429801163197	2	11.6	-34.6066632	-58.4429946
olaya|1100|caballito	Olaya	1100	Caballito	-34.606714	-58.443009	-34.6066123943575	-58.4429801163197	2	11.6	-34.6066632	-58.4429946
11 de septiembre 1888|3300|nunez	11 De Septiembre 1888	3300	Nuñez	-34.548028	-58.459693	-34.5479277964334	-58.4597089430207	2	11.2	-34.5479779	-58.459701
paraguay|5141|palermo	Paraguay	5141	Palermo	-34.579826	-58.430363	-34.57988089469225	-58.430382654795814	2	6.4	-34.5798534	-58.4303728
quartier de san telmo av juan de garay|700|san telmo	Quartier De San Telmo Av. Juan De Garay	700	San Telmo					0			
navarro|2700|agronomia	Navarro	2700	Agronomia	-34.592795	-58.492527	-34.5928590933306	-58.4927082592821	2	18.1	-34.592827	-58.4926176
del barco centenera|200|caballito	Del Barco Centenera	200	Caballito	-34.621836	-58.440911	-34.6219351747757	-58.4409481905467	2	11.5	-34.6218856	-58.4409296
fitz roy|2121|palermo	Fitz Roy	2121	Palermo	-34.580784	-58.432373	-34.58077708079888	-58.4324477266066	2	6.9	-34.5807805	-58.4324104
av belgrano|1735|monserrat	Av. Belgrano	1735	Monserrat	-34.613673	-58.390824	-34.61376085521972	-58.39083274315019	2	9.8	-34.6137169	-58.3908284
manzanares|3900|saavedra	Manzanares	3900	Saavedra	-34.554391	-58.482845	-34.5544060159298	-58.4829652152097	2	11.2	-34.5543985	-58.4829051
beauchef|240|caballito	Beauchef	240	Caballito	-34.619534	-58.434328	-34.61952570544284	-58.43437600126949	2	4.5	-34.6195299	-58.434352
av castanares|4273|villa lugano	Av. Castañares	4273	Villa Lugano	-34.662619	-58.467237	-34.66296304072645	-58.46764296208057	2	53.3	-34.662791	-58.46744
superi|2900|coghlan	Superí	2900	Coghlan	-34.560881	-58.472681	-34.5607770712115	-58.4726992890969	2	11.7	-34.560829	-58.4726901
emilio mitre|1000|parque chacabuco	Emilio Mitre	1000	Parque Chacabuco	-34.632483	-58.440939	-34.6325912863328	-58.4409293059122	2	12.0	-34.6325371	-58.4409342
av cervino|4747|palermo	Avenida Cerviño	4747	Palermo	-34.574863	-58.423961			1		-34.574863	-58.423961
venezuela|2900|balvanera	Venezuela	2900	Balvanera	-34.616354	-58.406782	-34.616352566465	-58.4069389328507	2	14.4	-34.6163533	-58.4068605
cervino|3100|recoleta	Cerviño	3100	Recoleta					0			
av s martin|4002|villa del parque	Av. S. Martín	4002	Villa Del Parque	-34.599666	-58.479012			1		-34.599666	-58.479012
av melian|3500|saavedra	Avenida Melián	3500	Saavedra	-34.556563	-58.478795	-34.55646334392	-58.4788168696932	2	11.2	-34.5565132	-58.4788059
maure|2400|belgrano	Maure	2400	Belgrano	-34.571402	-58.441833	-34.5714453886316	-58.44194393748	2	11.3	-34.5714237	-58.4418885
jufre|900|villa crespo	Jufré	900	Villa Crespo	-34.591511	-58.436322	-34.591409247944	-58.4363423019009	2	11.4	-34.5914601	-58.4363322
av juan b justo|5877|villa santa rita	Avenida Juan B. Justo	5877	Villa Santa Rita	-34.619532	-58.477992	-34.61969554086095	-58.47804811868228	2	18.9	-34.6196138	-58.4780201
gurruchaga|400|villa crespo	Gurruchaga	400	Villa Crespo	-34.598131	-58.442855	-34.5981034560401	-58.4427296094109	2	11.9	-34.5981172	-58.4427923
av juan b justo|9191|versalles	Av Juan B Justo	9191	Versalles	-34.632887	-58.518513	-34.633835559843945	-58.520436137338024	2	205.3	-34.6333613	-58.5194746
av garcia del rio|4200|saavedra	Avenida García Del Río	4200	Saavedra	-34.554779	-58.485633			1		-34.554779	-58.485633
av cordoba|3900|palermo	Avenida Córdoba	3900	Palermo	-34.597822	-58.421677	-34.5977349753744	-58.4217776343052	2	13.4	-34.5977785	-58.4217273
av cordoba|2000|recoleta	Avenida Córdoba	2000	Recoleta	-34.599781	-58.395708	-34.5997034391821	-58.3958165033395	2	13.2	-34.5997422	-58.3957623
venezuela|4122|almagro	Venezuela	4122	Almagro	-34.617869	-58.423069	-34.617812927009226	-58.42296788443251	2	11.2	-34.617841	-58.4230184
humberto 1o|2700|san cristobal	Humberto 1º	2700	San Cristobal	-34.622463	-58.402367			1		-34.622463	-58.402367
artigas|2800|villa del parque	Artigas	2800	Villa Del Parque	-34.600249	-58.483304	-34.6001504611413	-58.4833449279722	2	11.6	-34.6001997	-58.4833245
asamblea|1300|parque chacabuco	Asamblea	1300	Parque Chacabuco	-34.636112	-58.442676	-34.6360582625229	-58.4428064033466	2	13.4	-34.6360851	-58.4427412
gascon|826|almagro	Gascón	826	Almagro	-34.601185	-58.423912	-34.601290996632976	-58.42387665331302	2	12.2	-34.601238	-58.4238943
cespedes|2400|colegiales	Cespedes	2400	Colegiales	-34.568288	-58.448019	-34.5683286911158	-58.4481332334022	2	11.4	-34.5683083	-58.4480761
yerbal|309|caballito	Yerbal	309	Caballito	-34.616123	-58.434917	-34.61618256381245	-58.434923225550186	2	6.6	-34.6161528	-58.4349201
san j calasanz|700|caballito	San J. Calasanz	700	Caballito	-34.627152	-58.437411			1		-34.627152	-58.437411
paso|300|balvanera	Paso	300	Balvanera	-34.606469	-58.403579	-34.6063759025144	-58.40353427527	2	11.1	-34.6064225	-58.4035566
pedro zanni|531|retiro	Pedro Zanni	531	Retiro					0			
rivadavia av|5100|caballito	Rivadavia Av	5100	Caballito	-34.618904	-58.437619	-34.618873264346	-58.4377466252689	2	12.2	-34.6188886	-58.4376828
monroe|5200|villa urquiza	Monroe	5200	Villa Urquiza	-34.57484	-58.487207	-34.574850439749	-58.4873358538828	2	11.9	-34.5748452	-58.4872714
fortin melincue|3200|villa del parque	Fortin Melincue	3200	Villa Del Parque					0			
soler|3495|recoleta	Soler	3495	Recoleta	-34.594758	-58.413421	-34.594759856831274	-58.41349820185775	2	7.1	-34.5947589	-58.4134596
miller|2200|villa urquiza	Miller	2200	Villa Urquiza	-34.573921	-58.478745	-34.5737873073156	-58.4788530764509	2	17.8	-34.5738542	-58.478799
av juan de garay|1493|constitucion	Av. Juan De Garay	1493	Constitucion	-34.627024	-58.386975	-34.62711444628845	-58.38709297354553	2	14.8	-34.6270692	-58.387034
pedro goyena|700|caballito	Pedro Goyena	700	Caballito	-34.626158	-58.437557	-34.6260918653206	-58.4376770763033	2	13.2	-34.6261249	-58.437617
guemes|2900|almagro	Guemes	2900	Almagro					0			
gral hornos|1120|barracas	Gral Hornos	1120	Barracas	-34.639744	-58.375729	-34.63974067768915	-58.37579266424766	2	5.8	-34.6397423	-58.3757608
bolivar|1600|san telmo	Bolívar	1600	San Telmo	-34.626518	-58.372515	-34.6267383216532	-58.372547463941	2	24.6	-34.6266282	-58.3725312
echeverria|2700|belgrano	Echeverria	2700	Belgrano	-34.564593	-58.458524	-34.5646151820222	-58.4586400246292	2	10.9	-34.5646041	-58.458582
av angel gallardo|500|caballito	Avenida Ángel Gallardo	500	Caballito	-34.60508	-58.438019	-34.6049597339856	-58.4379750499801	2	13.9	-34.6050199	-58.437997
guamini|1065|liniers	Guamini	1065	Liniers	-34.651301	-58.524141	-34.6512378753426	-58.524167396697806	2	7.4	-34.6512694	-58.5241542
echeverria|5200|villa urquiza	Echeverria	5200	Villa Urquiza	-34.579971	-58.482801	-34.5800087064806	-58.4829470746802	2	14.0	-34.5799899	-58.482874
paraguay|3930|palermo	Paraguay	3930	Palermo	-34.589352	-58.418287	-34.58925514270262	-58.41831923722076	2	11.1	-34.5893036	-58.4183031
jeronimo salguero|1100|palermo	Jeronimo Salguero	1100	Palermo	-34.597879	-58.41901	-34.597789345895	-58.418940904151	2	11.8	-34.5978342	-58.4189755
la pampa|5890|villa urquiza	La Pampa	5890	Villa Urquiza	-34.584317	-58.487825	-34.584361819757234	-58.488005284384634	2	17.3	-34.5843394	-58.4879151
murguiondo|1511|mataderos	Murguiondo	1511	Mataderos	-34.652906	-58.505861	-34.652889506984515	-58.50581691216558	2	4.4	-34.6528978	-58.505839
fray justo sta maria de oro|2614|palermo	Fray Justo Sta. María De Oro	2614	Palermo	-34.578054	-58.423313	-34.57813094673	-58.42330600562956	2	8.6	-34.5780925	-58.4233095
arismendi|2400|parque chas	Arismendi	2400	Parque Chas					0			
av regimiento de patricios|860|la boca	Av Regimiento De Patricios	860	La Boca	-34.637908	-58.369518	-34.63776225971303	-58.369610428711134	2	18.3	-34.6378351	-58.3695642
av warnes|130|villa crespo	Avenida Warnes	130	Villa Crespo	-34.603593	-58.439357	-34.60337732429457	-58.43961870707353	2	33.9	-34.6034852	-58.4394879
hipolito yrigoyen|1500|san nicolas	Hipolito Yrigoyen	1500	San Nicolas	-34.610076	-58.387452	-34.6100304067333	-58.3875602347515	2	11.1	-34.6100532	-58.3875061
av regimiento de patricios|860|barracas	Av Regimiento De Patricios	860	Barracas	-34.637908	-58.369518	-34.63776225971303	-58.369610428711134	2	18.3	-34.6378351	-58.3695642
lavalle|1400|san nicolas	Lavalle	1400	San Nicolas	-34.602818	-58.386464	-34.6027745826619	-58.3866404511647	2	16.9	-34.6027963	-58.3865522
caracas|1200|flores	Caracas	1200	Flores	-34.616805	-58.466661	-34.6167512410483	-58.4667629646904	2	11.1	-34.6167781	-58.466712
corrientes|4258|almagro	Corrientes	4258	Almagro	-34.602854	-58.425018	-34.60277356100973	-58.42499968354098	2	9.1	-34.6028138	-58.4250088
fray justo santa maria de oro|2400|palermo	Fray Justo Santa María De Oro	2400	Palermo	-34.580397	-58.425453	-34.5803527786605	-58.4253341054013	2	12.0	-34.5803749	-58.4253936
reconquista|900|retiro	Reconquista	900	Retiro	-34.597426	-58.372997	-34.5973305118813	-58.3729546577016	2	11.3	-34.5973783	-58.3729758
av francisco beiro|4200|villa devoto	Av. Francisco Beiró	4200	Villa Devoto	-34.605044	-58.510312	-34.6050358511558	-58.5104627434733	2	13.9	-34.6050399	-58.5103874
ohiggins|4295|nunez	O'Higgins	4295	Nuñez	-34.54188	-58.467954	-34.54181273547539	-58.468051860165325	2	11.7	-34.5418464	-58.4680029
rivadavia|2057|san nicolas	Rivadavia	2057	San Nicolas	-34.609381	-58.39574	-34.60944279920364	-58.39567702119249	2	9.0	-34.6094119	-58.3957085
echeverria|2680|belgrano	Echeverría	2680	Belgrano	-34.564497	-58.458361	-34.56451369967837	-58.458467287186124	2	9.9	-34.5645053	-58.4584141
av general mosconi|3100|villa pueyrredon	Avenida General Mosconi	3100	Villa Pueyrredon	-34.587892	-58.504698			1		-34.587892	-58.504698
av raul scalabrini ortiz|238|villa crespo	Av. Raúl Scalabrini Ortiz	238	Villa Crespo	-34.600307	-58.439656	-34.600329324127806	-58.43950632121855	2	14.0	-34.6003182	-58.4395812
av rivadavia|3422|almagro	Avenida Rivadavia	3422	Almagro	-34.610829	-58.414722	-34.61075750380503	-58.41475777607574	2	8.6	-34.6107933	-58.4147399
sarmiento|1469|san nicolas	Sarmiento	1469	San Nicolas	-34.605295	-58.387384	-34.60533883975002	-58.387458287407085	2	8.4	-34.6053169	-58.3874211
marcos sastre|4200|villa devoto	Marcos Sastre	4200	Villa Devoto	-34.611918	-58.502336	-34.6119343837001	-58.5024638355478	2	11.9	-34.6119262	-58.5023999
av cordoba|3900|almagro	Av. Córdoba	3900	Almagro	-34.597822	-58.421677	-34.5977349753744	-58.4217776343052	2	13.4	-34.5977785	-58.4217273
av triunvirato|4400|villa ortuzar	Avenida Triunvirato	4400	Villa Ortuzar	-34.576778	-58.482662	-34.5766202259984	-58.4827373948853	2	18.8	-34.5766991	-58.4826997
presidente jose evaristo uriburu|1600|recoleta	Presidente José Evaristo Uriburu	1600	Recoleta	-34.590235	-58.395909			1		-34.590235	-58.395909
av avellaneda|2817|flores	Av. Avellaneda	2817	Flores	-34.625964	-58.470548	-34.62602578618314	-58.47046737683449	2	10.1	-34.6259949	-58.4705077
federico garcia lorca|431|caballito	Federico García Lorca	431	Caballito	-34.616879	-58.44566	-34.61691502642845	-58.44571259521582	2	6.3	-34.616897	-58.4456863
av garay|635|san telmo	Av. Garay	635	San Telmo	-34.6244	-58.374603	-34.62448066613492	-58.37452974980626	2	11.2	-34.6244403	-58.3745664
11 de septiembre de 1888|4529|saavedra	11 De Septiembre De 1888	4529	Saavedra	-34.538568	-58.466528	-34.53862109994973	-58.46655302564763	2	6.3	-34.5385945	-58.4665405
gelly obes|2200|recoleta	Gelly Obes	2200	Recoleta					0			
concepcion arenal|4000|chacarita	Concepción Arenal	4000	Chacarita	-34.588772	-58.44835	-34.5888665171012	-58.4484373218415	2	13.2	-34.5888193	-58.4483937
sanabria|2831|villa devoto	Sanabria	2831	Villa Devoto	-34.610367	-58.507019	-34.61044153726967	-58.50702263652192	2	8.3	-34.6104043	-58.5070208
don bosco|4187|almagro	Don Bosco	4187	Almagro	-34.613749	-58.424436	-34.61381503477809	-58.42461226876719	2	17.7	-34.613782	-58.4245241
amenabar|591|colegiales	Amenabar	591	Colegiales	-34.573139	-58.445163	-34.573095705611664	-58.4453198418828	2	15.2	-34.5731174	-58.4452414
mcal antonio jose de sucre|1612|belgrano	Mcal. Antonio José De Sucre	1612	Belgrano	-34.559448	-58.447425			1		-34.559448	-58.447425
gregoria perez|3623|chacarita	Gregoria Pérez	3623	Chacarita	-34.580392	-58.456773	-34.580316732956796	-58.456685965996954	2	11.6	-34.5803544	-58.4567295
arevalo|3070|palermo	Arévalo	3070	Palermo	-34.570681	-58.430062	-34.57082961568046	-58.43011439665673	2	17.2	-34.5707553	-58.4300882
beruti|3400|recoleta	Beruti	3400	Recoleta	-34.586635	-58.410515	-34.5865440135423	-58.4105649700523	2	11.1	-34.5865895	-58.41054
av corrientes|2885|balvanera	Av. Corrientes	2885	Balvanera	-34.604365	-58.406352	-34.60443542767218	-58.40647503667479	2	13.7	-34.6044002	-58.4064135
estados unidos|1858|san cristobal	Estados Unidos	1858	San Cristobal	-34.619219	-58.392587	-34.619184551053905	-58.39256530496314	2	4.3	-34.6192018	-58.3925762
conesa|900|colegiales	Conesa	900	Colegiales	-34.573918	-58.449738	-34.573826357544	-58.4498010462065	2	11.7	-34.5738722	-58.4497695
gorriti|4600|palermo	Gorriti	4600	Palermo	-34.592277	-58.426827	-34.5921791860958	-58.4268649287448	2	11.4	-34.5922281	-58.426846
san juan|2100|san telmo	San Juan	2100	San Telmo	-34.654314	-58.477583	-34.6229462883567	-58.394943900547	2	8337.8	-34.6386301	-58.4362635
fragata presidente sarmiento|1124|caballito	Fragata Presidente Sarmiento	1124	Caballito	-34.611678	-58.455024			1		-34.611678	-58.455024
blanco encalada|4700|villa urquiza	Blanco Encalada	4700	Villa Urquiza	-34.573228	-58.482379	-34.573249635521	-58.4824976807602	2	11.2	-34.5732388	-58.4824383
a libertador|7700|nunez	A. Libertador	7700	Nuñez	-34.543429	-58.461263			1		-34.543429	-58.461263
remedios de escalada de san martin|1085|villa crespo	Remedios De Escalada De San Martín	1085	Villa Crespo	-34.604384	-58.45647	-34.60459069843623	-58.45668957021184	2	30.5	-34.6044873	-58.4565798
tacuari|1531|constitucion	Tacuari	1531	Constitucion	-34.626106	-58.377775	-34.626014237348535	-58.37777870431817	2	10.2	-34.6260601	-58.3777769
justo santa maria de oro|280|palermo	Justo Santa Maria De Oro	280	Palermo					0			
santo tome|3800|villa del parque	Santo Tome	3800	Villa Del Parque	-34.610688	-58.497162	-34.6107088074549	-58.4972830027144	2	11.3	-34.6106984	-58.4972225
vuelta de obligado|3037|nunez	Vuelta De Obligado	3037	Nuñez	-34.552711	-58.463837	-34.55274061117483	-58.46378266748839	2	6.0	-34.5527258	-58.4638098
callao|215|san nicolas	Callao	215	San Nicolas	-34.60662	-58.39203	-34.60662557236395	-58.392123132666335	2	8.6	-34.6066228	-58.3920766
alvarez jonte|3089|villa del parque	Alvarez Jonte	3089	Villa Del Parque	-34.609511	-58.486261	-34.60958175900587	-58.48633505174499	2	10.4	-34.6095464	-58.486298
parana|422|san nicolas	Paraná	422	San Nicolas	-34.603694	-58.387963	-34.60384742468991	-58.3879052970701	2	17.8	-34.6037707	-58.3879341
esmeralda|933|retiro	Esmeralda	933	Retiro	-34.597171	-58.378363	-34.597237640045115	-58.378390155658806	2	7.8	-34.5972043	-58.3783766
jorge luis borges|2100|palermo	Jorge Luis Borges	2100	Palermo	-34.585614	-58.425513	-34.5855977163269	-58.4253825087469	2	12.1	-34.5856059	-58.4254478
av alvarez thomas|3664|villa urquiza	Avenida Álvarez Thomas	3664	Villa Urquiza	-34.568563	-58.487218	-34.56849721497107	-58.487190895975154	2	7.7	-34.5685301	-58.4872044
acevedo|100|villa crespo	Acevedo	100	Villa Crespo	-34.600648	-58.443918	-34.6006190694108	-58.4437929346661	2	11.9	-34.6006335	-58.4438555
sanchez de bustamante|1845|recoleta	Sanchez De Bustamante	1845	Recoleta	-34.589702	-58.40842	-34.58973241263235	-58.40852939655364	2	10.6	-34.5897172	-58.4084747
epecuen|4883|villa devoto	Epecuén	4883	Villa Devoto	-34.589315	-58.510909	-34.58926865356409	-58.511011676746314	2	10.7	-34.5892918	-58.5109603
color: rgb(|119|recoleta	Color: Rgb(	119	Recoleta					0			
av luis maria campos|800|palermo	Avenida Luis María Campos	800	Palermo	-34.570549	-58.435556	-34.5693282824726	-58.4365655196031	2	164.1	-34.5699386	-58.4360608
amenabar|1400|belgrano	Amenabar	1400	Belgrano	-34.569033	-58.452308	-34.5689394293838	-58.4523633857851	2	11.6	-34.5689862	-58.4523357
paysandu|1457|caballito	Paysandú	1457	Caballito	-34.60759	-58.456171	-34.60760821632648	-58.45622472585971	2	5.3	-34.6075991	-58.4561979
ecuador|1539|recoleta	Ecuador	1539	Recoleta	-34.59254	-58.402878	-34.592596814175316	-58.402937874439615	2	8.4	-34.5925684	-58.4029079
amenabar|1300|belgrano	Amenabar	1300	Belgrano	-34.569517	-58.451469	-34.5694238826655	-58.4515255785121	2	11.6	-34.5694704	-58.4514973
av doctor honorio pueyrredon|600|caballito	Avenida Doctor Honorio Pueyrredón	600	Caballito	-34.61312	-58.44159	-34.6129717972863	-58.4414639174936	2	20.1	-34.6130459	-58.441527
manuel ricardo trelles|800|flores	Manuel Ricardo Trelles	800	Flores	-34.617236	-58.45939			1		-34.617236	-58.45939
av cordoba|4300|palermo	Av. Cordoba	4300	Palermo	-34.596292	-58.426998	-34.5961656490526	-58.4270239218356	2	14.2	-34.5962288	-58.427011
peru|1319|san telmo	Peru	1319	San Telmo	-34.623564	-58.374156	-34.62347502475747	-58.37410008459529	2	11.1	-34.6235195	-58.374128
arce|300|palermo	Arce	300	Palermo	-34.571268	-58.43036	-34.5711834387413	-58.4304214146032	2	10.9	-34.5712257	-58.4303907
