Fecha_Scraping	Posting_ID	Sito	Operación	Precio	Expensas	Calle	Altura	Piso	Barrio	Detalles	Descripción	Link	Amenities	Losa_Central	Aire_Acond	Apto_Credito	Cochera	Seguridad	Luminoso	Balcon_Aterrazado
2026-04-12	16984639	argenprop	alquiler_temporal	USD 400	$130.000	Arenales	1100		Recoleta	30 m² cubie. 50 años 1 baño	Elegante y lindo ambiente. Super bien ubicado, a metros de la embajada de francia. A 50 metros de la av 9 de julio. Sobre calle arenales, a 100 metros de la avenida santa fe, muy comercial y con varias líneas de transporte púbico. Totalmente equipado. Ascensor. Camas nuevas. Sabanas, toallas, cocina. Baño nuevo. Piso de madera. Cable, wifi. A 2 km de la estación de omnibus de retiro y a 8 km del aeroparque internacional jorge newbery. Arquitectura de estilo francés. Comercios, bancos, bares, restaurantes, supermercados, buses y taxis. Cerca del obelisco y teatro colón. Alquil u$d 400 + 130.000 expensas + luz y agua. Requisitos: mes de alquiler + mes de depósito de seguridad que serán devueltos al final de la estadía si el inmueble está en el estado en que se entregó + mes de comisión.	https://www.argenprop.com/departamento-en-alquiler-temporal-en-recoleta-1-ambiente--16984639	0	0	0	0	0	0	0	0
2026-04-12	18435687	argenprop	alquiler_temporal	USD 800	$180.000	Jose I Gorriti	4100		Palermo Soho	55 m² cubie. 2 dorm. 20 años	Excepcional apartamento 3 ambientes -todo echo a nuevo-amoblado y decorado- 1 dormitorio-1hall recepción-escritorio- 1estar- 1 living con chimenea de carrara (funcionando)- cocina- lavar ropas. Secar ropas. Heladera. Lustra zapatos de hotel. Estéreo digital- todo a estrenar. Muebles de decoración-etc. Se ingresa con 3 meses aprox. Un mes de alq. Un mes de deposito y uno de comision. Moviles: (wssp) email: oficina en barrio norte: (5 facebook: https: / pone like (me gusta) y podras recibir todas las opciones nuevas que cargamos diariamente. Pagina web: vender mejor: psicologia cognitiva y neurociencias al servicio de los bienes raices. . Alquileres temporarios - convencionales y venta hacemos coincidir la busqueda e interses del inquilino con la busqueda del propietario. Sr propietario / sra propietaria si quiere ver su depártamento publicado en esta pagina sin ningun costo, ademas de todos los motores de busqueda existentes en argentina. Envíenos las fotos y el detalle de su departamento por whatsapp o por email y nosotros le enviaremos el link para que pueda hacer el seguimiento. Somos un excelente filtro, para que tanto el interesado que esta haciendo la busqueda como el propietario, tengan un contrato de alquiler seguro y conveniente. Detalle del valor: paquete todo incluido, expensas abl agua, cablevisión e internet. Luz y gas pagan lo que consumen. Información adicional: monto de las expensas: 2750 tipo de expensas: no incluidas ascensor ascensores principales características y servicios del edificio: vigilancia ambientes: toilette	https://www.argenprop.com/departamento-en-alquiler-temporal-en-palermo-soho-3-ambientes--18435687	1	0	0	0	0	1	0	0
2026-04-12	18435083	argenprop	alquiler_temporal	USD 500	$140.000	Migueletes	1900		Belgrano	43 m² cubie. 1 dorm. 5 años	Excelente departamento. Muy buena ubicacion. A una cuadra de av. Del libertador y a tres de barrancas de belgrano. Completo. Se ingresa con 3 meses aprox. Un mes de alq. Un mes de deposito y uno de comision. Moviles: (wssp) email: facebook: https: / pone like (me gusta) y podras recibir todas las opciones nuevas que cargamos diariamente. Pagina web: vender mejor: psicologia cognitiva y neurociencias al servicio de los bienes raices. . Alquileres temporarios - convencionales y venta hacemos coincidir la busqueda e interses del inquilino con la busqueda del propietario. Sr propietario / sra propietaria si quiere ver su depártamento publicado en esta pagina sin ningun costo, ademas de todos los motores de busqueda existentes en argentina. Envíenos las fotos y el detalle de su departamento por whatsapp o por email y nosotros le enviaremos el link para que pueda hacer el seguimiento. Somos un excelente filtro, para que tanto el interesado que esta haciendo la busqueda como el propietario, tengan un contrato de alquiler seguro y conveniente. Otros servicios: amueblado	https://www.argenprop.com/departamento-en-alquiler-temporal-en-belgrano-2-ambientes--18435083	0	0	0	0	0	0	0	0
2026-04-12	18435421	argenprop	alquiler_temporal	USD 1.200		Ayacucho	1990		Recoleta	100 m² cubie. 3 dorm. 35 años	4 ambiente al frente c/balcon. Muy luminoso. Excelente ubicacion en plena recoleta y excelente precio. Sobre av. Alvear, frente a hotel alvear, totalmente equipado y amoblado. Dos baños completos + un toillete, lavadero. Lcd a mts de av. Las heras y av. Callao, av. Del libertador (village recoleta). Valor $52000. Se ingresa con 3 meses aprox. Un mes de alq. Un mes de deposito y uno de comision. Moviles: (wssp) email: oficina en barrio norte: (5 facebook: https: / pone like (me gusta) y podras recibir todas las opciones nuevas que cargamos diariamente. Pagina web: vender mejor: psicologia cognitiva y neurociencias al servicio de los bienes raices. . Alquileres temporarios - convencionales y venta hacemos coincidir la busqueda e interses del inquilino con la busqueda del propietario. Sr propietario / sra propietaria si quiere ver su depártamento publicado en esta pagina sin ningun costo, ademas de todos los motores de busqueda existentes en argentina. Envíenos las fotos y el detalle de su departamento por whatsapp o por email y nosotros le enviaremos el link para que pueda hacer el seguimiento. Somos un excelente filtro, para que tanto el interesado que esta haciendo la busqueda como el propietario, tengan un contrato de alquiler seguro y conveniente. Detalle del valor: paquete todo incluido, expensas abl agua, cablevisión e internet. Luz y gas pagan lo que consumen. Información adicional: apto profesional tipo de balcón: corrido monto de las expensas: 4000 apto profesional aire acondicionado individual ascensor ascensores principales características y servicios del edificio: agua corriente vigilancia otros servicios: aire acondicionado	https://www.argenprop.com/departamento-en-alquiler-temporal-en-recoleta-4-ambientes--18435421	1	0	1	0	0	1	1	0
2026-04-12	18434900	argenprop	alquiler_temporal	USD 500	$120.000	Talcahuano	1000		Recoleta	27 m² cubie. A Estrenar 1 baño	Consultar por otras opciones. Proximo a plaza san martin y av. 9 de julio. A minutos de san telmo y puerto madero. Capacidad: maxima 2 personas. Bano completo y kitchenette. Luz y sol. Piso con vigilancia. Calefaccion y agua caliente central. Aire acondicionado y ventilador de techo. Telefono, tv por cable e internet. Totalmente equipado. Edificio: entrada de categoria con conserjeria, dos ascensores. Se ingresa con 3 meses aprox. Un mes de alq. Un mes de deposito y uno de comision. Moviles: (wssp) email: facebook: https: / pone like (me gusta) y podras recibir todas las opciones nuevas que cargamos diariamente. Pagina web: vender mejor: psicologia cognitiva y neurociencias al servicio de los bienes raices. . Alquileres temporarios - convencionales y venta hacemos coincidir la busqueda e interses del inquilino con la busqueda del propietario. Sr propietario / sra propietaria si quiere ver su depártamento publicado en esta pagina sin ningun costo, ademas de todos los motores de busqueda existentes en argentina. Envíenos las fotos y el detalle de su departamento por whatsapp o por email y nosotros le enviaremos el link para que pueda hacer el seguimiento. Somos un excelente filtro, para que tanto el interesado que esta haciendo la busqueda como el propietario, tengan un contrato de alquiler seguro y conveniente.	https://www.argenprop.com/departamento-en-alquiler-temporal-en-recoleta-1-ambiente--18434900	0	0	1	0	0	1	0	0
2026-04-12	18434700	argenprop	alquiler_temporal	USD 650	$140.000	Beruti	2300		Recoleta	1 dorm. A Estrenar 1 baño	Se alquila temporario. Apartamento de 30 metros. Impecable. Reciclado. Con balcon a la calle. Y ventilacion del baño a la calle. Aire acondicionado. Cocinita aparte. Todo nuevo. Heladera. Microondas. Plasma. Escritorio. Utencillos. Se ingresa con 3 meses aprox. Un mes de alq. Un mes de deposito y uno de comision. Moviles: (wssp) email: facebook: alquiler.T.Bsas pone like y podras ver mas opciones vender mejor: psicologia cognitiva y neurociencias al servicio de los bienes raices. . Alquileres temporarios - convencionales y venta hacemos coincidir la busqueda e interses del inquilino con la busqueda del propietario. Sr propietario / sra propietaria si quiere ver su depártamento publicado en esta pagina sin ningun costo, ademas de todos los motores de busqueda existentes en argentina. Envíenos las fotos y el detalle de su departamento por whatsapp o via web y nosotros le enviaremos el link para que pueda hacer el seguimiento. Somos un excelente filtro, para que tanto el interesado que esta haciendo la busqueda como el propietario, tengan un contrato de alquiler seguro. Servicios: gas otros servicios: amueblado	https://www.argenprop.com/departamento-en-alquiler-temporal-en-recoleta-2-ambientes--18434700	0	0	1	0	0	0	0	0
2026-04-12	18441449	argenprop	alquiler_temporal	USD 460	$150.000	Fitz Roy	2200		Palermo Hollywood	35 m² cubie. 1 baño Monoam.	Ambiente grande de 37 mts, c/balcón con deck, cocina incorporada, baño completo con bañera, escritorio con conexión de internet banda ancha, tv con cable, equipo de música con cd. Cama queen, aire acondicionado frío calor. Salón de usos múltiples con parrilla y laundry con lavarropas y secadora en la terraza. Gimnasio en el primer piso. Paquete u$d 400.- Se ingresa con 3 meses aprox. Un mes de alq. Un mes de deposito y uno de comision. Moviles: (wssp) email: facebook: https: / pone like (me gusta) y podras recibir todas las opciones nuevas que cargamos diariamente. Pagina web: vender mejor: psicologia cognitiva y neurociencias al servicio de los bienes raices. . Alquileres temporarios - convencionales y venta hacemos coincidir la busqueda e interses del inquilino con la busqueda del propietario. Sr propietario / sra propietaria si quiere ver su depártamento publicado en esta pagina sin ningun costo, ademas de todos los motores de busqueda existentes en argentina. Envíenos las fotos y el detalle de su departamento por whatsapp o por email y nosotros le enviaremos el link para que pueda hacer el seguimiento. Somos un excelente filtro, para que tanto el interesado que esta haciendo la busqueda como el propietario, tengan un contrato de alquiler seguro y conveniente. Otros servicios: amueblado, sum	https://www.argenprop.com/departamento-en-alquiler-temporal-en-palermo-hollywood-1-ambiente--18441449	3	0	1	0	0	0	0	0
2026-04-12	18434712	argenprop	alquiler_temporal	USD 600	$80.000	Av Cabildo	600		Belgrano	40 m² cubie. 10 años Monoam.	Excelente ambiente. Con amenities. Piscina. Laundy. Seguridad. A mts del subte d. Totalmente amoblado y equipado. Cama de dos plazas. Cocina americana. Baño completo. Edificio nuevo. Se ingresa con 3 meses aprox. Un mes de alq. Un mes de deposito y uno de comision. Moviles: (wssp) email: oficina en barrio norte: (5 facebook: https: / pone like (me gusta) y podras recibir todas las opciones nuevas que cargamos diariamente. Pagina web: vender mejor: psicologia cognitiva y neurociencias al servicio de los bienes raices. . Alquileres temporarios - convencionales y venta hacemos coincidir la busqueda e interses del inquilino con la busqueda del propietario. Sr propietario / sra propietaria si quiere ver su depártamento publicado en esta pagina sin ningun costo, ademas de todos los motores de busqueda existentes en argentina. Envíenos las fotos y el detalle de su departamento por whatsapp o por email y nosotros le enviaremos el link para que pueda hacer el seguimiento. Somos un excelente filtro, para que tanto el interesado que esta haciendo la busqueda como el propietario, tengan un contrato de alquiler seguro y conveniente. Detalle del valor: paquete todo incluido, expensas abl agua, cablevisión e internet. Luz y gas pagan lo que consumen. Información adicional: tipo de balcón: corrido	https://www.argenprop.com/departamento-en-alquiler-temporal-en-belgrano-1-ambiente--18434712	3	0	0	0	0	0	0	0
2026-04-12	10857616	argenprop	alquiler_temporal	USD 550	$45.000	Esmeralda	700		Microcentro	40 m² cubie. 1 dorm. 1 baño	Esmeralda 740 entre cordoba y viamonte. El departamento esta totalmente reciclado a nuevo, super luminoso, cuenta con split bgh f/c de 2250 frigorias nuevo, excelente apartamento , totalmente equipado, todos los servicios incluidos , aparte la luz. Cuenta con lavarropas, internet, cama doble, esmeralda y córdoba próximo a buces, subtes, y facultades ubicado a 2 cuadras de florida y 2 de av. 9 de julio. Paquete u$s 500.- Se ingresa con 3 meses aprox. Un mes de alq. Un mes de deposito y uno de comision. Moviles: (wssp) email: facebook: https: / pone like (me gusta) y podras recibir todas las opciones nuevas que cargamos diariamente. Pagina web: vender mejor: psicologia cognitiva y neurociencias al servicio de los bienes raices. . Alquileres temporarios - convencionales y venta hacemos coincidir la busqueda e interses del inquilino con la busqueda del propietario. Sr propietario / sra propietaria si quiere ver su depártamento publicado en esta pagina sin ningun costo, ademas de todos los motores de busqueda existentes en argentina. Envíenos las fotos y el detalle de su departamento por whatsapp o por email y nosotros le enviaremos el link para que pueda hacer el seguimiento. Somos un excelente filtro, para que tanto el interesado que esta haciendo la busqueda como el propietario, tengan un contrato de alquiler seguro y conveniente. Otros servicios: amueblado	https://www.argenprop.com/departamento-en-alquiler-temporal-en-microcentro-2-ambientes--10857616	0	0	1	0	0	0	1	0
2026-04-12	18434782	argenprop	alquiler_temporal	USD 650	$160.000	Gral M Soler	6000		Palermo	A Estrenar Monoam. Excelente	Ambiente soler 6000, amplio luminoso y todo a estrenar. Al frente. Cama matrimonial, con respaldo y mesas de luz. Tv lcd 32 pulgadas, dvd, tv por cable e internet wi-fi. Mesa de vidrio y 4 sillas, 2 sillones de ratán. Cocina integrada con pequeña barra desayunadora y banqueta. Heladera pequeña, microondas, cocina y horno eléctrico. Alacenas y bajomesadas. Placard con puertas espejadas. Baño completo con bañera. Edificio con encargado, pileta en planta baja, parrillas en terraza. Hay un sector con lavar ropas de uso común. Se ingresa con 3 meses aprox. Un mes de alq. Un mes de deposito y uno de comision. Moviles: (wssp) email: facebook: https: / pone like (me gusta) y podras recibir todas las opciones nuevas que cargamos diariamente. Pagina web: vender mejor: psicologia cognitiva y neurociencias al servicio de los bienes raices. . Alquileres temporarios - convencionales y venta hacemos coincidir la busqueda e interses del inquilino con la busqueda del propietario. Sr propietario / sra propietaria si quiere ver su depártamento publicado en esta pagina sin ningun costo, ademas de todos los motores de busqueda existentes en argentina. Envíenos las fotos y el detalle de su departamento por whatsapp o por email y nosotros le enviaremos el link para que pueda hacer el seguimiento. Somos un excelente filtro, para que tanto el interesado que esta haciendo la busqueda como el propietario, tengan un contrato de alquiler seguro y conveniente. Ambientes: pileta otros servicios: amueblado	https://www.argenprop.com/departamento-en-alquiler-temporal-en-palermo-1-ambiente--18434782	2	0	0	0	0	1	1	0
2026-04-12	18435630	argenprop	alquiler_temporal	USD 650	$150.000	Nicolas Rodriguez Peña	2100		Recoleta	50 m² cubie. 1 dorm. 20 años	Departamento de categoría, piso alto muy luminoso y totalmente equipado. Aire acondicionado en el living y dormitorio, baño nuevo y cocina completa, con lavar ropas. Dormitorio con buenos placares, tv y cama matrimonial. Amplio balcón al frente. Seguridad 24hs. Excelente ubicación, a 2 cuadras del patio bullrich. Alquileres por periodos de 6 meses o más. Se ingresa con 3 meses aprox. Un mes de alq. Un mes de deposito y uno de comision. Moviles: (wssp) email: facebook: https: / pone like (me gusta) y podras recibir todas las opciones nuevas que cargamos diariamente. Pagina web: vender mejor: psicologia cognitiva y neurociencias al servicio de los bienes raices. . Alquileres temporarios - convencionales y venta hacemos coincidir la busqueda e interses del inquilino con la busqueda del propietario. Sr propietario / sra propietaria si quiere ver su depártamento publicado en esta pagina sin ningun costo, ademas de todos los motores de busqueda existentes en argentina. Envíenos las fotos y el detalle de su departamento por whatsapp o por email y nosotros le enviaremos el link para que pueda hacer el seguimiento. Somos un excelente filtro, para que tanto el interesado que esta haciendo la busqueda como el propietario, tengan un contrato de alquiler seguro y conveniente. Otros servicios: amueblado	https://www.argenprop.com/departamento-en-alquiler-temporal-en-recoleta-2-ambientes--18435630	0	0	1	0	0	1	1	0
